id,target
300000,0.74627316
300001,0.3514911
300002,0.97559553
300003,0.5111042
300004,0.18495339
300005,0.88917816
300006,0.36595243
300007,0.8631466
300008,0.61224765
300009,0.34085798
300010,0.60260904
300011,0.5988636
300012,0.5339109
300013,0.70174277
300014,0.62132955
300015,0.54762596
300016,0.9036734
300017,0.4627462
300018,0.76076996
300019,0.31072646
300020,0.7480615
300021,0.4253862
300022,0.6661533
300023,0.970767
300024,0.8225431
300025,0.9836047
300026,0.8480546
300027,0.9793939
300028,0.9482491
300029,0.19352585
300030,0.929747
300031,0.95978856
300032,0.8134349
300033,0.91905695
300034,0.90352225
300035,0.520416
300036,0.9968087
300037,0.92145956
300038,0.52449995
300039,0.20898008
300040,0.8597678
300041,0.8675671
300042,0.84662867
300043,0.47468442
300044,0.5021783
300045,0.93801606
300046,0.9480125
300047,0.63397
300048,0.5392468
300049,0.7443886
300050,0.91742665
300051,0.30705816
300052,0.9635884
300053,0.9000114
300054,0.28971845
300055,0.81615704
300056,0.85785335
300057,0.93404174
300058,0.56897986
300059,0.47951716
300060,0.72273743
300061,0.41467613
300062,0.7533502
300063,0.52909076
300064,0.95662314
300065,0.69066894
300066,0.72129166
300067,0.6127384
300068,0.8813778
300069,0.29674953
300070,0.5024632
300071,0.68624574
300072,0.9302648
300073,0.5117832
300074,0.68990636
300075,0.69715846
300076,0.34465295
300077,0.6761178
300078,0.73499763
300079,0.97503394
300080,0.9958314
300081,0.91386807
300082,0.2887993
300083,0.49146575
300084,0.6149544
300085,0.8026981
300086,0.93385565
300087,0.7485397
300088,0.7207719
300089,0.8165241
300090,0.15302432
300091,0.52387697
300092,0.8596796
300093,0.8076483
300094,0.7136297
300095,0.9180019
300096,0.94824
300097,0.820268
300098,0.95608073
300099,0.9714636
300100,0.27499652
300101,0.71752024
300102,0.81983453
300103,0.9234245
300104,0.746034
300105,0.68668115
300106,0.4483255
300107,0.89771014
300108,0.47790033
300109,0.49892932
300110,0.93563306
300111,0.9816668
300112,0.7660237
300113,0.2650702
300114,0.9210073
300115,0.7981573
300116,0.4237026
300117,0.515113
300118,0.41611063
300119,0.7197708
300120,0.7216573
300121,0.61807764
300122,0.68625224
300123,0.4781353
300124,0.8037182
300125,0.6151315
300126,0.6536463
300127,0.6155994
300128,0.7863864
300129,0.48887318
300130,0.9046116
300131,0.8513334
300132,0.80856293
300133,0.5465076
300134,0.32026398
300135,0.93759894
300136,0.99006915
300137,0.45058727
300138,0.12239939
300139,0.685498
300140,0.6138177
300141,0.9930209
300142,0.94526356
300143,0.66628134
300144,0.5973408
300145,0.61840636
300146,0.3482268
300147,0.8011639
300148,0.9560608
300149,0.91190153
300150,0.93032473
300151,0.9844522
300152,0.9022392
300153,0.48939955
300154,0.86104953
300155,0.6583519
300156,0.36359167
300157,0.9563949
300158,0.42104262
300159,0.9418413
300160,0.63456583
300161,0.59593534
300162,0.7566045
300163,0.84968424
300164,0.7666046
300165,0.7509397
300166,0.9936999
300167,0.5533109
300168,0.9131372
