id,target
300000,0.64616954
300001,0.3258896
300002,0.8841437
300003,0.49590504
300004,0.17058063
300005,0.845906
300006,0.5520333
300007,0.8655025
300008,0.44237643
300009,0.4884385
300010,0.6185608
300011,0.55090535
300012,0.53636134
300013,0.6292617
300014,0.68925655
300015,0.5203184
300016,0.90203273
300017,0.4572366
300018,0.6307802
300019,0.3396315
300020,0.608009
300021,0.55494606
300022,0.8843538
300023,0.96971875
300024,0.82486063
300025,0.97062975
300026,0.9020318
300027,0.9517517
300028,0.9328419
300029,0.20921439
300030,0.90951484
300031,0.86697495
300032,0.6499479
300033,0.8910202
300034,0.92391545
300035,0.64355445
300036,0.88932693
300037,0.9411661
300038,0.6210909
300039,0.23270202
300040,0.81616616
300041,0.85526204
300042,0.8732802
300043,0.63981247
300044,0.5114425
300045,0.8314765
300046,0.9170705
300047,0.54496676
300048,0.41855645
300049,0.7622607
300050,0.9240209
300051,0.31349844
300052,0.9341792
300053,0.9224832
300054,0.2572487
300055,0.85409683
300056,0.8616036
300057,0.8961837
300058,0.6537118
300059,0.5197352
300060,0.7874902
300061,0.3862999
300062,0.7638528
300063,0.4671409
300064,0.96277803
300065,0.5189833
300066,0.68178374
300067,0.65111065
300068,0.7457
300069,0.3227241
300070,0.3153928
300071,0.5571539
300072,0.8339294
300073,0.6422229
300074,0.6791687
300075,0.70693433
300076,0.37765318
300077,0.8052488
300078,0.680647
300079,0.9281901
300080,0.9723573
300081,0.81227255
300082,0.19078141
300083,0.6574989
300084,0.64809227
300085,0.83284485
300086,0.8289813
300087,0.7610723
300088,0.7253338
300089,0.8672435
300090,0.30539894
300091,0.45855224
300092,0.8351731
300093,0.79349446
300094,0.7055992
300095,0.85418326
300096,0.9152362
300097,0.72728497
300098,0.94367886
300099,0.9391765
300100,0.7727394
300101,0.32514447
300102,0.75663555
300103,0.90870357
300104,0.6659293
300105,0.7135817
300106,0.5717678
300107,0.88299984
300108,0.46977252
300109,0.5200025
300110,0.85732543
300111,0.9883229
300112,0.621128
300113,0.32420528
300114,0.87988156
300115,0.8020674
300116,0.3811565
300117,0.541811
300118,0.5703802
300119,0.74111843
300120,0.75464946
300121,0.5084055
300122,0.73818886
300123,0.5482029
300124,0.7451489
