id,target
300000,0.6444954
300001,0.30435747
300002,0.8697283
300003,0.4858234
300004,0.11507344
300005,0.8718215
300006,0.5822872
300007,0.78676033
300008,0.4059556
300009,0.41076124
300010,0.65739495
300011,0.6104999
300012,0.5247486
300013,0.6576804
300014,0.61411273
300015,0.46286517
300016,0.8779838
300017,0.4776032
300018,0.627486
300019,0.24352229
300020,0.5488347
300021,0.48504645
300022,0.9199045
300023,0.9665968
300024,0.8062658
300025,0.97813547
300026,0.8949259
300027,0.95383424
300028,0.93694067
300029,0.17829615
300030,0.92069405
300031,0.8405904
300032,0.68641675
300033,0.8304757
300034,0.9303045
300035,0.61348015
300036,0.9227422
300037,0.9228082
300038,0.5206895
300039,0.27149236
300040,0.9090891
300041,0.85329294
300042,0.8744551
300043,0.57404554
300044,0.45911658
300045,0.84639996
300046,0.9281902
300047,0.504704
300048,0.490748
300049,0.7262359
300050,0.9335683
300051,0.2736286
300052,0.94876826
300053,0.9196377
300054,0.14874452
300055,0.91906536
300056,0.89393026
300057,0.8983705
300058,0.6148348
300059,0.54909694
300060,0.77004606
300061,0.42527854
300062,0.74612427
300063,0.55735373
300064,0.9673045
300065,0.4135322
300066,0.7841145
300067,0.6208467
300068,0.66495645
300069,0.31630766
300070,0.35294008
300071,0.655669
300072,0.8388911
300073,0.6546318
300074,0.64577484
300075,0.7192749
300076,0.29159725
300077,0.81909674
300078,0.73731995
300079,0.92930937
300080,0.96333593
300081,0.82435834
300082,0.26803392
300083,0.6632044
300084,0.6949935
300085,0.8321495
300086,0.83300513
300087,0.7513035
300088,0.6918148
300089,0.88440424
300090,0.31519407
300091,0.48620206
300092,0.8541045
300093,0.8687098
300094,0.6325196
300095,0.87663746
300096,0.93467796
300097,0.7491919
300098,0.9516996
300099,0.9325921
300100,0.79188263
300101,0.34338844
300102,0.8096002
300103,0.9163165
300104,0.5397658
300105,0.7180071
300106,0.61748296
300107,0.8950547
300108,0.5326458
300109,0.49594003
300110,0.89980865
300111,0.99397254
300112,0.6761831
300113,0.30641532
300114,0.88504714
300115,0.8529529
300116,0.31447834
300117,0.60716116
300118,0.5266899
300119,0.741694
300120,0.58393747
300121,0.49602628
300122,0.75008583
300123,0.5210754
300124,0.70152414
300125,0.6040999
300126,0.7650325
300127,0.40191394
300128,0.7560445
300129,0.3414595
300130,0.8782981
300131,0.8090007
300132,0.811864
300133,0.47945493
300134,0.32526422
300135,0.93652743
300136,0.982902
300137,0.35974133
300138,0.10536671
300139,0.7912273
300140,0.617769
300141,0.99468124
300142,0.92463315
300143,0.6232223
300144,0.526214
300145,0.73455894
300146,0.2644875
300147,0.9325236
300148,0.9275565
300149,0.90376025
300150,0.9479808
300151,0.9689036
300152,0.8428343
300153,0.55346704
300154,0.8484249
300155,0.7701655
300156,0.402494
300157,0.9718105
300158,0.48416728
300159,0.92628396
300160,0.5295431
300161,0.6860838
300162,0.7295043
300163,0.8172228
300164,0.7494664
300165,0.8631208
300166,0.98460346
300167,0.80735344
300168,0.87956905
300169,0.66394806
300170,0.4493655
300171,0.10075277
300172,0.93835634
300173,0.95211875
300174,0.9807645
300175,0.5377312
300176,0.906827
300177,0.19935906
300178,0.8813774
300179,0.5241722
300180,0.66755277
300181,0.65907556
300182,0.15491337
300183,0.20349419
300184,0.5229989
300185,0.7467072
300186,0.7446323
300187,0.6995335
300188,0.3774764
300189,0.97315466
300190,0.78011507
300191,0.24052632
300192,0.6860628
300193,0.990992
300194,0.8455517
300195,0.9792957
300196,0.32622564
300197,0.75475454
300198,0.95119727
300199,0.8747294
300200,0.6932491
300201,0.6725602
300202,0.7771325
300203,0.5341463
300204,0.3221926
300205,0.5558748
300206,0.752221
300207,0.47049028
300208,0.61864233
300209,0.6275264
300210,0.7988772
300211,0.74251026
300212,0.9156203
300213,0.7619595
300214,0.88893944
300215,0.8107779
300216,0.8242275
300217,0.38446802
300218,0.9584072
300219,0.9761449
300220,0.9319406
300221,0.73106277
300222,0.9745331
300223,0.3790593
300224,0.8732972
300225,0.9213301
300226,0.5795789
300227,0.8863173
300228,0.90274674
300229,0.90116495
300230,0.53096837
300231,0.97781575
300232,0.9351069
300233,0.39437687
300234,0.5250929
300235,0.5977826
300236,0.8685446
300237,0.5080162
300238,0.9095495
300239,0.7035204
300240,0.9161277
300241,0.9296072
300242,0.6203877
300243,0.36003208
300244,0.65781796
300245,0.9521486
300246,0.053236544
300247,0.7449365
300248,0.25575572
300249,0.9525749
300250,0.37595356
300251,0.06809151
300252,0.96967727
300253,0.6281244
300254,0.1601544
300255,0.42051417
300256,0.43400216
300257,0.9007165
300258,0.7955409
300259,0.49654347
300260,0.2809928
300261,0.5542507
300262,0.73900795
300263,0.44682968
300264,0.29029286
300265,0.8568442
300266,0.5963218
300267,0.78373
300268,0.8617728
300269,0.8222583
300270,0.25036836
300271,0.8908709
300272,0.24061477
300273,0.8686544
300274,0.043327928
300275,0.7781437
300276,0.63584363
300277,0.121795654
300278,0.9168291
300279,0.85317624
300280,0.7912913
300281,0.90417
300282,0.8954133
300283,0.9680531
300284,0.7594261
300285,0.68384016
300286,0.9447113
300287,0.7852028
300288,0.45218354
300289,0.41025013
300290,0.30866855
300291,0.9537756
300292,0.66188097
300293,0.18978524
300294,0.9769759
300295,0.93908715
