id,target
300000,0.6768404
300001,0.33964318
300002,0.8800751
300003,0.4899279
300004,0.20471954
300005,0.8265929
300006,0.5626662
300007,0.83685064
300008,0.47546697
300009,0.51179624
300010,0.6395311
300011,0.55507326
300012,0.52476335
300013,0.6212404
300014,0.671313
300015,0.46863353
300016,0.8749402
300017,0.42039853
300018,0.67805755
300019,0.3206365
300020,0.5983125
300021,0.5345995
300022,0.88907856
300023,0.9686734
300024,0.83670413
300025,0.96800506
300026,0.9002799
300027,0.94976807
300028,0.930039
300029,0.23798633
300030,0.85708624
300031,0.87960863
300032,0.70180917
300033,0.8678617
300034,0.91695243
300035,0.5919421
300036,0.81691366
300037,0.9343555
300038,0.6228163
300039,0.25046134
300040,0.8677241
300041,0.8710464
300042,0.8844921
300043,0.5995915
300044,0.5368643
300045,0.8096007
300046,0.93060005
300047,0.5129965
300048,0.44935817
300049,0.76439106
300050,0.93906087
300051,0.3243721
300052,0.94208235
300053,0.91325676
300054,0.25983584
300055,0.85194945
300056,0.88917804
300057,0.916048
300058,0.67399144
300059,0.50162643
300060,0.7927065
300061,0.32904077
300062,0.75663245
300063,0.48563808
300064,0.9641504
300065,0.46705616
300066,0.7166886
300067,0.65605056
300068,0.719533
300069,0.28431398
300070,0.34730995
300071,0.58712596
300072,0.8332741
300073,0.6113581
300074,0.72543305
300075,0.6855204
300076,0.35330367
300077,0.8103461
300078,0.6660588
300079,0.93226206
300080,0.9708226
300081,0.83570963
300082,0.20205379
300083,0.66052806
300084,0.67132187
300085,0.8130679
300086,0.8199617
300087,0.7724645
300088,0.7039768
300089,0.8787687
300090,0.31309748
300091,0.44567853
300092,0.864987
300093,0.7746313
300094,0.6563098
300095,0.8572465
300096,0.917667
300097,0.69731236
300098,0.94211024
300099,0.9310309
300100,0.72679555
300101,0.270909
300102,0.7466389
300103,0.8930699
300104,0.6350877
300105,0.7548815
300106,0.5991589
300107,0.8667334
300108,0.45709598
300109,0.5471282
300110,0.8645716
300111,0.9889586
300112,0.62429774
300113,0.3375771
300114,0.8843893
300115,0.81303453
300116,0.36453032
300117,0.5420228
300118,0.5395539
300119,0.7391184
300120,0.7149545
300121,0.48873705
300122,0.73372006
300123,0.53450304
300124,0.7178515
300125,0.6748091
300126,0.76894605
300127,0.40900713
300128,0.7865714
300129,0.31155938
300130,0.7848709
300131,0.79695624
300132,0.8182404
300133,0.52131283
300134,0.30860966
300135,0.9122259
300136,0.98073757
300137,0.35340118
300138,0.10947257
300139,0.73233473
300140,0.60742724
300141,0.9871135
300142,0.9396099
300143,0.5929866
300144,0.5296331
300145,0.62312436
300146,0.25446963
300147,0.8137146
300148,0.910944
300149,0.9070716
300150,0.93144876
300151,0.9714301
300152,0.8628812
300153,0.56109
300154,0.8157897
300155,0.78994274
300156,0.39069843
300157,0.9652384
300158,0.4919368
300159,0.86713856
300160,0.68058455
300161,0.70716476
300162,0.7851088
300163,0.8260509
300164,0.77163017
300165,0.68357205
300166,0.9738565
